SUBSTÂNCIA,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMC 0%,PMC 12%,PMC 17%,PMC 17% ALC,"PMC 17,5%","PMC 17,5% ALC",PMC 18%,PMC 18% ALC,PMC 20%,RESTRIÇÃO HOSPITALAR,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA
DARUNAVIR,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514506703111316,1123633870081,7896212424009,    -     ,    -     ,PREZISTA,150 MG COM REV CT FR PLAS OPC X 240,J5C2 - INIBIDORES DA PROTEASE,Novo,Regulado,1689.59,1689.59,,,,,,,,,2335.76,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
DARUNAVIR,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514517100034003,1123633870103,7896212423569,    -     ,    -     ,PREZISTA,600 MG COM REV CT FR PLAS OPC X 60,J5C2 - INIBIDORES DA PROTEASE,Novo,Regulado,1722.63,1722.63,,,,,,,,,2381.43,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
DARUNAVIR,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514506702113315,1123633870073,7896212423996,    -     ,    -     ,PREZISTA,75 MG COM REV CT FR PLAS OPC X 480,J5C2 - INIBIDORES DA PROTEASE,Novo,Regulado,1689.59,1689.59,,,,,,,,,2335.76,,,,,,,,,Não,Não,Não,Sim,,Positiva,Sim,Tarja Vermelha
LACTATO DE MILRINONA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720070075717,1832603210011,7891058006204,    -     ,    -     ,PRIMACOR,1MG/ML SOL INJ CT 10 AMP VD INC X 10 ML ,C1F - INOTRÓPICOS POSITIVOS,Novo,Regulado,614.64,614.64,698.45,740.53,740.53,745.02,745.02,749.56,749.56,768.3,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
FENILALANINA;PROLINA;TRIPTOFANO;LEVOVALINA;ORNITINA;SERINA;HISTIDINA;TREONINA;ÁCIDO GLUTÂMICO;TIROSINA;LEUCINA;GLICINA;ISOLEUCINA;TAURINA;LEVOMETIONINA;ALANINA;ÁCIDO ASPÁRTICO;CISTEÍNA;ARGININA;LISINA,49.351.786/0001-80,BAXTER HOSPITALAR LTDA,503202701154415,1068300980110,7898008416588,    -     ,    -     ,PRIMENE,10 PCC SOL INJ CX FR VD TRANS X 250 ML (REST. HOSP),K1E5 - SOLUÇÕES DE AMINOÁCIDOS PEDIÁTRICAS,Específico,Regulado,133.74,133.74,151.98,161.13,161.13,162.11,162.11,163.1,163.1,167.18,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GADOXETATO DISSÓDICO,18.459.628/0001-15,BAYER S.A.,538912030009902,1705600860011,7891106904803,    -     ,    -     ,PRIMOVIST,"181,43 MG/ML SOL INJ CT SER PREENC VD TRANS X 10 ML",T1E - AGENTE DIAGNÓSTICO POR IMAGEM PARA RESSONÂNCIA MAGNÉTICA,Novo,Regulado,275.57,308.64,356.66,381.4,332.01,384.06,334.03,386.76,336.06,397.96,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
CABAZITAXEL,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508017010115604,1004311980013,7891317190637,    -     ,    -     ,PROAZITAX,"60MG SOL INJ IV CT FA VD TRANS X 1,5ML + DIL FA VD TRANS X 4,5ML",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Similar,Regulado,17043.03,17043.03,19367.09,20533.77,20533.77,20658.21,20658.21,20784.18,20784.18,21303.79,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CETOPROFENO,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,576720050065817,1832603600047,7896070601789,    -     ,    -     ,PROFENID,100 MG PO LIOF SOL INJ CX 50 FA VD TRANS,M1A1 - ANTIRREUMÁTICOS NÃO ESTEROIDAIS PUROS,Novo,Regulado,595.59,595.59,676.81,717.58,717.58,721.93,721.93,726.33,726.33,744.49,823.37,935.65,992.01,992.01,998.03,998.03,1004.11,1004.11,1029.21,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
TACROLIMO MONOIDRATADO,07.768.134/0001-04,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.,540315030002817,1771700070051,7899337000837,    -     ,    -     ,PROGRAF,5 MG/ML SOL INJ CT 10 AMP VD TRANS X 1 ML,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,4452.43,4452.43,5059.58,5364.37,5364.37,5396.88,5396.88,5429.79,5429.79,5565.54,6155.22,6994.57,7415.93,7415.93,7460.87,7460.87,7506.37,7506.37,7694.03,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
TACROLIMO MONOIDRATADO,07.768.134/0001-04,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.,540315030002917,1771700070019,7899337000714,    -     ,    -     ,PROGRAF,1MG CAP DURA CT ENV AL BL AL PLAS TRANS X100 ,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,905.83,905.83,1029.35,1091.36,1091.36,1097.98,1097.98,1104.67,1104.67,1132.29,1252.26,1423.02,1508.74,1508.74,1517.89,1517.89,1527.14,1527.14,1565.32,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
TACROLIMO MONOIDRATADO,07.768.134/0001-04,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.,540315030003017,1771700070027,7899337000721,    -     ,    -     ,PROGRAF,5MG CAP DURA CT ENV AL BL AL PLAS TRANS X 50,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,2264.6,2264.6,2573.41,2728.43,2728.43,2744.97,2744.97,2761.71,2761.71,2830.75,3130.68,3557.59,3771.89,3771.89,3794.76,3794.76,3817.9,3817.9,3913.35,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
TACROLIMO MONOIDRATADO,07.768.134/0001-04,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.,540315030003117,1771700070035,7899337000752,    -     ,    -     ,PROGRAF,1MG CAP DURA LIB PROL CT ENV AL BL AL PLAS TRANS X 50,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,452.9,452.9,514.66,545.66,545.66,548.97,548.97,552.32,552.32,566.13,626.11,711.49,754.34,754.34,758.92,758.92,763.55,763.55,782.64,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
TACROLIMO MONOIDRATADO,07.768.134/0001-04,ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA.,540315030003217,1771700070043,7899337000769,    -     ,    -     ,PROGRAF,5MG CAP DURA LIB PROL CT ENV AL BL AL PLAS TRANS X 50,L4X - OUTROS IMUNOSSUPRESSORES,Novo,Regulado,2264.6,2264.6,2573.41,2728.43,2728.43,2744.97,2744.97,2761.71,2761.71,2830.75,3130.68,3557.59,3771.89,3771.89,3794.76,3794.76,3817.9,3817.9,3913.35,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
GADOTERIDOL,10.742.412/0004-01,BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA,540700201158419,1803700020031,8032953580591,    -     ,    -     ,PROHANCE,"279,3 MG/ML SOL INJ IV CT FA VD TRANS X 50 ML",T1E - AGENTE DIAGNÓSTICO POR IMAGEM PARA RESSONÂNCIA MAGNÉTICA,Novo,Regulado,350.9,350.9,398.75,422.77,422.77,425.33,425.33,427.93,427.93,438.63,485.1,551.25,584.45,584.45,587.99,587.99,591.59,591.59,606.38,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
GADOTERIDOL,10.742.412/0004-01,BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS LTDA,540700203150415,1803700020021,8032953580584,    -     ,    -     ,PROHANCE,"279,3 MG/ML SOL INJ IV CT FA VD TRANS X 15 ML",T1E - AGENTE DIAGNÓSTICO POR IMAGEM PARA RESSONÂNCIA MAGNÉTICA,Novo,Regulado,121.78,121.78,138.39,146.72,146.72,147.61,147.61,148.51,148.51,152.23,168.35,191.32,202.83,202.83,204.06,204.06,205.31,205.31,210.45,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALFA1ANTITRIPSINA,02.513.899/0001-71,GRIFOLS BRASIL LTDA,510918100005307,1364100150013,0313533001728,    -     ,    -     ,PROLASTIN-C,1G PÓ LIOF INJ IV CX FA VD TRANS + DIL X 20 ML,"R3X2 - TODOS OS OUTROS ASMÁTICOS/DPOC, SISTÊMICOS",Biológico,Regulado,1437.02,1437.02,1632.98,1731.35,1731.35,1741.84,1741.84,1752.46,1752.46,1796.28,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
DENOSUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544116090003517,1024400130011,7898609960565,    -     ,    -     ,PROLIA,60 MG/ML SOL INJ CT SER PREENC VD TRANS X 1 ML,M5B9 - OUTROS REGULADORES DO CÁLCIO ÓSSEO,Biológico,Regulado,664.64,664.64,755.27,800.77,800.77,805.62,805.62,810.54,810.54,830.8,918.83,1044.12,1107.02,1107.02,1113.72,1113.72,1120.52,1120.52,1148.53,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE PROMETAZINA,61.068.755/0001-12,SANVAL COMÉRCIO E INDÚSTRIA LTDA,530806108154418,1071402130061,7896137123780,    -     ,    -     ,PROMETAZOL,25 MG/ML SOL INJ CX 100 AMP VD AMB X 2 ML,R6A - ANTI-HISTAMÍNICOS SISTÊMICOS,Similar,Regulado,148.6,166.43,192.32,205.66,179.03,207.1,180.12,208.56,181.22,214.59,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
DINOPROSTONA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521401401175312,1287600130014,7896165600284,    -     ,    -     ,PROPESS,10 MG PES CT ENV AL POLIET X 1 ,G2X9 - OUTROS GINECOLÓGICOS,Similar,Regulado,202.54,202.54,230.16,244.02,244.02,245.5,245.5,247.0,247.0,253.18,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PROPOFOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509520110027907,1004101600044,7899498607944,    -     ,    -     ,PROPOFOL,10 MG/ML EMU INJ CX  10 FA VD TRANS X 20 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,242.4,242.4,275.45,292.05,292.05,293.82,293.82,295.61,295.61,303.0,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PROPOFOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509518120033506,1004101600052,7899498607951,    -     ,    -     ,PROPOFOL,10 MG/ML EMU INJ CX  10 FA VD TRANS X 50 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,619.74,619.74,704.25,746.67,746.67,751.2,751.2,755.78,755.78,774.68,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PROPOFOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509518120033606,1004101600060,7899498607968,    -     ,    -     ,PROPOFOL,10 MG/ML EMU INJ CX  10 FA VD TRANS X 100 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,1339.85,1339.85,1522.56,1614.28,1614.28,1624.06,1624.06,1633.96,1633.96,1674.81,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PROPOFOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509518120033706,1004101600087,7899498607982,    -     ,    -     ,PROPOFOL,20 MG/ML EMU INJ CX  10 FA VD TRANS X 50 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,1230.11,1230.11,1397.85,1482.06,1482.06,1491.04,1491.04,1500.13,1500.13,1537.64,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PROPOFOL,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509518120033406,1004101600011,7899498607937,    -     ,    -     ,PROPOFOL,10 MG/ML EMU INJ CX 5 AMP VD TRANS X 20 ML,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Genérico,Regulado,105.67,105.67,120.08,127.31,127.31,128.08,128.08,128.87,128.87,132.09,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
PROPOFOL,13.863.381/0001-84,MIDFARMA PRODUTOS FARMACEUTICOS LTDA,569518040000014,1370400010017,7898651660086,    -     ,    -     ,PROPOTIL,10 MG/ML EMU INJ CT 5 AMP VD TRANS X 20 ML ,N1A2 - ANESTÉSICOS GERAIS INJETÁVEIS,Similar,Regulado,114.58,128.33,148.3,158.58,138.05,159.69,138.89,160.81,139.73,165.47,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
"VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA)",45.987.013/0001-34,ORGANON FARMACÊUTICA LTDA.,525517080020004,1002901760041,7897337715850,    -     ,    -     ,PROQUAD,"PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 0,7 ML",J7B2 - ASSOCIAÇÔES COM VACINA ANTI-SARAMPO E PAROTIDITE,Biológico,Regulado,167.36,167.36,190.18,201.64,201.64,202.86,202.86,204.1,204.1,209.2,231.37,262.91,278.76,278.76,280.44,280.44,282.16,282.16,289.21,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
TOXINA BOTULÍNICA A,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506713202158419,1029803170031,7896676407761,    -     ,    -     ,PROSIGNE,50 U PÓ LIOF INJ CT 1 FA VD INC,M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA,Similar,Regulado,633.29,633.29,719.65,763.0,763.0,767.62,767.62,772.3,772.3,791.61,875.49,994.87,1054.8,1054.8,1061.19,1061.19,1067.66,1067.66,1094.35,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
TOXINA BOTULÍNICA A,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506713201151410,1029803170010,7896676411690,    -     ,    -     ,PROSIGNE,100 U PÓ LIOF INJ CT 1 FA VD INC,M3A - RELAXANTE MUSCULAR DE AÇÃO PERIFÉRICA,Similar,Regulado,1266.51,1266.51,1439.22,1525.92,1525.92,1535.16,1535.16,1544.52,1544.52,1583.14,1750.88,1989.64,2109.49,2109.49,2122.27,2122.27,2135.21,2135.21,2188.6,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
ACETATO DE CIPROTERONA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533009501116410,1049712010023,7896006282518,    -     ,    -     ,PROSTMAN,50 MG COM CT BL AL PLAS TRANS X 20 ,L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS,Similar,Regulado,108.22,108.22,122.98,130.39,130.39,131.18,131.18,131.98,131.98,135.28,149.61,170.01,180.26,180.26,181.35,181.35,182.45,182.45,187.02,Não,Não,Sim,Não,,Positiva,Sim,Tarja Vermelha
MISOPROSTOL,08.939.548/0001-03,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,511303601113413,1155700440010,7896685301227,7896685301364,    -     ,PROSTOKOS,25 MCG COM VAG CT 10 STR AL X 10,G2A - INDUTORES DO PARTO INCLUINDO OXITOCINAS,Novo,Regulado,643.0,720.16,832.21,889.92,774.7,896.14,779.39,902.44,784.15,928.57,,,,,,,,,,Sim,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
MISOPROSTOL,08.939.548/0001-03,INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A,511303603116312,1155700440053,7896685301388,    -     ,    -     ,PROSTOKOS,200 MCG COM VAG CT BL AL PLAS INC X 50,G2A - INDUTORES DO PARTO INCLUINDO OXITOCINAS,Novo,Regulado,1414.23,1583.94,1830.38,1957.32,1703.89,1970.99,1714.22,1984.85,1724.67,2042.32,2124.8,2444.99,2608.96,2355.53,2626.58,2369.81,2644.43,2384.26,2718.4,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
FATOR IX DE COAGULAÇÃO,07.898.671/0001-60,SHIRE FARMACÊUTICA BRASIL LTDA.,540219040004217,1697900110021,7898924769294,    -     ,    -     ,PROTHROMPLEX,600 UI PO LIOF INJ CT 1 FA VD INC + 1 FA DIL X 20ML + CONJ REC E INFUS.,B2D2 - FATORES II VII IX X,Biológicos,Regulado,1544.4,1544.4,1755.0,1860.72,1860.72,1872.0,1872.0,1883.41,1883.41,1930.5,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE IRINOTECANO,05.439.635/0001-03,ANTIBIÓTICOS DO BRASIL LTDA,501302801154412,1556200310014,7898911244964,    -     ,    -     ,PROTO-ITECAN,20 MG/ML SOL DIL INFUS IV CT FA VD AMB X 5 ML ,L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Similar,Regulado,1778.58,1778.58,2021.11,2142.87,2142.87,2155.85,2155.85,2169.0,2169.0,2223.23,,,,,,,,,,Sim,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
TACROLIMO,11.424.477/0001-10,LEO PHARMA LTDA,541118070001717,1856900070041,5702191013726,    -     ,    -     ,PROTOPIC,"1,0 MG/G POM DER CT BG PLAS LAM X 30 G",D5X - OUTROS PRODUTOS ANTI-INFLAMATÓRIOS NÃO ESTEROIDAIS DERMATOLÓGICOS,Novo,Regulado,101.09,101.09,114.88,121.8,121.8,122.53,122.53,123.28,123.28,126.36,139.75,158.81,168.38,168.38,169.39,169.39,170.43,170.43,174.69,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
CLORIDRATO DE FLUOXETINA,43.940.618/0001-44,ELI LILLY DO BRASIL LTDA,507602307111319,1126000070187,7896382706677,    -     ,    -     ,PROZAC,20 MG CAP DURA CT BL AL PLAS TRANS X 30,N6A4 - ANTIDEPRESSIVOS SSRI,Novo,Regulado,184.43,184.43,209.58,222.2,222.2,223.55,223.55,224.91,224.91,230.54,254.96,289.73,307.18,307.18,309.04,309.04,310.92,310.92,318.71,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
BUDESONIDA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502303103173318,1161800760070,7896206401627,    -     ,    -     ,PULMICORT,"0,5 MG/ML SUS P/ NEBULIZACAO CT 20 FR PLAS X 2 ML",R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,Novo,Regulado,138.97,138.97,157.92,167.43,167.43,168.45,168.45,169.48,169.48,173.71,192.12,218.32,231.46,231.46,232.87,232.87,234.3,234.3,240.14,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
BUDESONIDA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502303101170311,1161800760054,7896206401610,    -     ,    -     ,PULMICORT,"0,25 MG/ML SUS P/ NEBULIZACAO CT 20 FR PLAS X 2 ML",R3D1 - ANTIASMÁTICOS/DPOC CORTICOSTERÓIDES INALANTES,Novo,Regulado,111.17,111.17,126.33,133.94,133.94,134.75,134.75,135.57,135.57,138.96,153.69,174.64,185.16,185.16,186.28,186.28,187.42,187.42,192.1,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
ALFADORNASE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529204301157318,1010005320014,7896226500133,    -     ,    -     ,PULMOZYME,"1 MG/ML SOL P/ INALACAO CX 6 AMP PLAS X 2,5 ML",R5C - EXPECTORANTES,Novo,Regulado,1090.25,1090.25,1238.92,1313.55,1313.55,1321.51,1321.51,1329.57,1329.57,1362.81,1507.21,1712.73,1815.91,1815.91,1826.91,1826.91,1838.05,1838.05,1884.0,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
DELTAFOLITROPINA,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527303108154415,1017100810179,7897572002463,    -     ,    -     ,PUREGON,"600 UI SOL INJ CT 1 CARPULE X 0,840ML + 6 AGULHAS P/ INJEÇÃO ",G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Similar,Regulado,1511.46,1511.46,1717.57,1821.04,1821.04,1832.07,1832.07,1843.24,1843.24,1889.33,2089.5,2374.44,2517.48,2517.48,2532.73,2532.73,2548.17,2548.17,2611.89,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
DELTAFOLITROPINA,03.560.974/0001-18,MERCK SHARP & DOHME FARMACEUTICA LTDA.,527303107158417,1017100810160,7897572002456,    -     ,    -     ,PUREGON,"300 UI SOL INJ CT 1 CARPULE X 0,480ML + 6 AGULHAS P/ INJEÇÃO",G3G - GONADOTROFINAS INCLUINDO OUTROS ESTIMULANTES PARA OVULAÇÃO,Similar,Regulado,755.67,755.67,858.72,910.45,910.45,915.96,915.96,921.55,921.55,944.59,1044.67,1187.13,1258.64,1258.64,1266.26,1266.26,1273.99,1273.99,1305.84,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
LANSOPRAZOL;LEVOFLOXACINO HEMI-HIDRATADO;AMOXICILINA TRI-HIDRATADA,10.588.595/0010-92,SANOFI MEDLEY FARMACÊUTICA LTDA.,525070901111411,1832600600011,7896422518710,    -     ,    -     ,PYLORIPAC RETRAT,30 MG CAP DURA LIB RETARD + 500 MG COM REV + 500 MG CAP DURA CT BL AL PLAS TRANS X 20 + 10 + 40 ,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Novo,Regulado,158.3,158.3,179.89,190.72,190.72,191.88,191.88,193.05,193.05,197.88,218.84,248.69,263.66,263.66,265.26,265.26,266.88,266.88,273.56,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
LANSOPRAZOL;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA,17.159.229/0001-76,LABORATÓRIO TEUTO BRASILEIRO S/A,520721702119411,1037003650035,7896112118763,    -     ,    -     ,PYLORITRAT,30 MG CAP + 500 MG COM REV + 500 MG CAP CT BL AL PLAS TRANS X 28 + BL AL PLAS TRANS X 14 + 14 + 28,A2B2 - INIBIDORES DA BOMBA DE PRÓTONS,Similar,Regulado,172.89,172.89,196.47,208.3,208.3,209.56,209.56,210.84,210.84,216.11,239.01,271.61,287.96,287.96,289.7,289.7,291.47,291.47,298.76,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
DAPAGLIFLOZINA;SAXAGLIPTINA,60.318.797/0001-00,ASTRAZENECA DO BRASIL LTDA,502320030033907,1161802730020,5000456025461,    -     ,    -     ,QTERN,"(5,0  + 10,0 )  MG COM REV CT BL AL AL X 30",A10P5 - COMBINAÇÕES ANTIDIABÉTICAS DE INIBIDORES DE SGLT2 E DPP-IV,Novo,Regulado,201.08,225.21,260.25,278.3,242.27,280.24,243.73,282.21,245.22,290.38,302.11,347.64,370.95,334.92,373.45,336.94,375.99,339.0,386.51,Não,Não,Não,Não,,Negativa,Sim,Tarja Vermelha
HEMIFUMARATO DE QUETIAPINA,14.806.008/0001-54,MOMENTA FARMACÊUTICA LTDA.,543520020011807,1942700350142,7899640808571,    -     ,    -     ,QUEPSIA LP,300 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Similar,Regulado,213.68,213.68,242.82,257.45,257.45,259.01,259.01,260.59,260.59,267.1,295.4,335.68,355.91,355.91,358.07,358.07,360.25,360.25,369.25,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
HEMIFUMARATO DE QUETIAPINA,14.806.008/0001-54,MOMENTA FARMACÊUTICA LTDA.,543520020011707,1942700350088,7899640808533,    -     ,    -     ,QUEPSIA LP,200 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Similar,Regulado,180.44,180.44,205.05,217.4,217.4,218.72,218.72,220.05,220.05,225.55,249.45,283.47,300.54,300.54,302.37,302.37,304.21,304.21,311.81,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
DICLORIDRATO DE PRAMIPEXOL,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506717060069404,1029804500081,7896676431667,    -     ,    -     ,QUERA LP,"1,50MG COM LIB PROL CT BL AL AL X 30",N4A - ANTIPARKINSONIANOS,Similar,Regulado,158.26,158.26,179.84,190.67,190.67,191.83,191.83,193.0,193.0,197.83,218.79,248.62,263.59,263.59,265.19,265.19,266.81,266.81,273.49,Não,Não,Não,Não,,Positiva,Sim,Tarja Vermelha
HEMIFUMARATO DE QUETIAPINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508016120115103,1004311950165,7891317191702,    -     ,    -     ,QUET,200 MG COM REV CT BL AL PLAS OPC X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Similar,Regulado,169.06,169.06,192.11,203.69,203.69,204.92,204.92,206.17,206.17,211.33,233.72,265.58,281.59,281.59,283.29,283.29,285.02,285.02,292.15,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
HEMIFUMARATO DE QUETIAPINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508019050125703,1004311150150,7891317002831,    -     ,    -     ,QUET XR,300 MG COM REV LIB PROL CT BL AL PLAS PVC/EVOH/ACLAR TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Similar,Regulado,296.92,296.92,337.41,357.73,357.73,359.9,359.9,362.1,362.1,371.15,410.47,466.45,494.54,494.54,497.54,497.54,500.58,500.58,513.09,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
HEMIFUMARATO DE QUETIAPINA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508019050125603,1004311150126,7891317002794,    -     ,    -     ,QUET XR,300 MG COM REV LIB PROL CT BL AL PLAS PVC/PVDC TRANS X 30,N5A1 - ANTIPSICÓTICOS ATÍPICOS,Similar,Regulado,296.92,296.92,337.41,357.73,357.73,359.9,359.9,362.1,362.1,371.15,410.47,466.45,494.54,494.54,497.54,497.54,500.58,500.58,513.09,Não,Sim,Sim,Não,,Positiva,Sim,Tarja Vermelha
